year,category,name,link
1970,physics,Louis Néel,/wiki/Louis_N%C3%A9el
1970,chemistry,Luis Federico Leloir,/wiki/Luis_Federico_Leloir
1970,medicine,Julius Axelrod,/wiki/Julius_Axelrod
1970,medicine,Ulf von Euler,/wiki/Ulf_von_Euler
1970,medicine,Bernard Katz,/wiki/Bernard_Katz
1970,literature,Aleksandr Solzhenitsyn,/wiki/Aleksandr_Solzhenitsyn
1970,peace,Norman Borlaug,/wiki/Norman_Borlaug
1970,economics,Paul Samuelson,/wiki/Paul_Samuelson
1971,physics,Dennis Gabor,/wiki/Dennis_Gabor
1971,chemistry,Gerhard Herzberg,/wiki/Gerhard_Herzberg
1971,medicine,"Earl Wilbur Sutherland, Jr.","/wiki/Earl_Wilbur_Sutherland,_Jr."
1971,literature,Pablo Neruda,/wiki/Pablo_Neruda
1971,peace,Willy Brandt,/wiki/Willy_Brandt
1971,economics,Simon Kuznets,/wiki/Simon_Kuznets
1972,physics,John Bardeen,/wiki/John_Bardeen
1972,physics,Leon Cooper,/wiki/Leon_Cooper
1972,physics,John Robert Schrieffer,/wiki/John_Robert_Schrieffer
1972,chemistry,Christian B. Anfinsen,/wiki/Christian_B._Anfinsen
1972,chemistry,Stanford Moore,/wiki/Stanford_Moore
1972,chemistry,William Howard Stein,/wiki/William_Howard_Stein
1972,medicine,Gerald Edelman,/wiki/Gerald_Edelman
1972,medicine,Rodney Robert Porter,/wiki/Rodney_Robert_Porter
1972,literature,Heinrich Böll,/wiki/Heinrich_B%C3%B6ll
1972,economics,John Hicks,/wiki/John_Hicks
1972,economics,Kenneth Arrow,/wiki/Kenneth_Arrow
1973,physics,Leo Esaki,/wiki/Leo_Esaki
1973,physics,Ivar Giaever,/wiki/Ivar_Giaever
1973,physics,Brian David Josephson,/wiki/Brian_David_Josephson
1973,chemistry,Ernst Otto Fischer,/wiki/Ernst_Otto_Fischer
1973,chemistry,Geoffrey Wilkinson,/wiki/Geoffrey_Wilkinson
1973,medicine,Karl von Frisch,/wiki/Karl_von_Frisch
1973,medicine,Konrad Lorenz,/wiki/Konrad_Lorenz
1973,medicine,Nikolaas Tinbergen,/wiki/Nikolaas_Tinbergen
1973,literature,Patrick White,/wiki/Patrick_White
1973,peace,Henry Kissinger,/wiki/Henry_Kissinger
1973,peace,Le Duc Tho,/wiki/Le_Duc_Tho
1973,peace,[e],#cite_note-E-19
1973,economics,Wassily Leontief,/wiki/Wassily_Leontief
1974,physics,Martin Ryle,/wiki/Martin_Ryle
1974,physics,Antony Hewish,/wiki/Antony_Hewish
1974,chemistry,Paul Flory,/wiki/Paul_Flory
1974,medicine,Albert Claude,/wiki/Albert_Claude
1974,medicine,Christian de Duve,/wiki/Christian_de_Duve
1974,medicine,George Emil Palade,/wiki/George_Emil_Palade
1974,literature,Eyvind Johnson,/wiki/Eyvind_Johnson
1974,literature,Harry Martinson,/wiki/Harry_Martinson
1974,peace,Seán MacBride,/wiki/Se%C3%A1n_MacBride
1974,peace,Eisaku Satō,/wiki/Eisaku_Sat%C5%8D
1974,economics,Gunnar Myrdal,/wiki/Gunnar_Myrdal
1974,economics,Friedrich Hayek,/wiki/Friedrich_Hayek
1975,physics,Aage Bohr,/wiki/Aage_Bohr
1975,physics,Ben Roy Mottelson,/wiki/Ben_Roy_Mottelson
1975,physics,James Rainwater,/wiki/James_Rainwater
1975,chemistry,John Cornforth,/wiki/John_Cornforth
1975,chemistry,Vladimir Prelog,/wiki/Vladimir_Prelog
1975,medicine,David Baltimore,/wiki/David_Baltimore
1975,medicine,Renato Dulbecco,/wiki/Renato_Dulbecco
1975,medicine,Howard Martin Temin,/wiki/Howard_Martin_Temin
1975,literature,Eugenio Montale,/wiki/Eugenio_Montale
1975,peace,Andrei Sakharov,/wiki/Andrei_Sakharov
1975,economics,Leonid Kantorovich,/wiki/Leonid_Kantorovich
1975,economics,Tjalling Koopmans,/wiki/Tjalling_Koopmans
1976,physics,Burton Richter,/wiki/Burton_Richter
1976,physics,Samuel C. C. Ting,/wiki/Samuel_C._C._Ting
1976,chemistry,William Lipscomb,/wiki/William_Lipscomb
1976,medicine,Baruch Samuel Blumberg,/wiki/Baruch_Samuel_Blumberg
1976,medicine,Daniel Carleton Gajdusek,/wiki/Daniel_Carleton_Gajdusek
1976,literature,Saul Bellow,/wiki/Saul_Bellow
1976,peace,Betty Williams,/wiki/Betty_Williams_(Nobel_laureate)
1976,peace,Mairead Maguire,/wiki/Mairead_Maguire
1976,economics,Milton Friedman,/wiki/Milton_Friedman
1977,physics,Philip Warren Anderson,/wiki/Philip_Warren_Anderson
1977,physics,Nevill Francis Mott,/wiki/Nevill_Francis_Mott
1977,physics,John Hasbrouck Van Vleck,/wiki/John_Hasbrouck_Van_Vleck
1977,chemistry,Ilya Prigogine,/wiki/Ilya_Prigogine
1977,medicine,Roger Guillemin,/wiki/Roger_Guillemin
1977,medicine,Andrew Schally,/wiki/Andrew_Schally
1977,medicine,Rosalyn Sussman Yalow,/wiki/Rosalyn_Sussman_Yalow
1977,literature,Vicente Aleixandre,/wiki/Vicente_Aleixandre
1977,peace,Amnesty International,/wiki/Amnesty_International
1977,economics,Bertil Ohlin,/wiki/Bertil_Ohlin
1977,economics,James Meade,/wiki/James_Meade
1978,physics,Pyotr Kapitsa,/wiki/Pyotr_Kapitsa
1978,physics,Arno Allan Penzias,/wiki/Arno_Allan_Penzias
1978,physics,Robert Woodrow Wilson,/wiki/Robert_Woodrow_Wilson
1978,chemistry,Peter D. Mitchell,/wiki/Peter_D._Mitchell
1978,medicine,Werner Arber,/wiki/Werner_Arber
1978,medicine,Daniel Nathans,/wiki/Daniel_Nathans
1978,medicine,Hamilton O. Smith,/wiki/Hamilton_O._Smith
1978,literature,Isaac Bashevis Singer,/wiki/Isaac_Bashevis_Singer
1978,peace,Anwar Sadat,/wiki/Anwar_Sadat
1978,peace,Menachem Begin,/wiki/Menachem_Begin
1978,economics,Herbert A. Simon,/wiki/Herbert_A._Simon
1979,physics,Sheldon Lee Glashow,/wiki/Sheldon_Lee_Glashow
1979,physics,Abdus Salam,/wiki/Abdus_Salam
1979,physics,Steven Weinberg,/wiki/Steven_Weinberg
1979,chemistry,Herbert C. Brown,/wiki/Herbert_C._Brown
1979,chemistry,Georg Wittig,/wiki/Georg_Wittig
1979,medicine,Allan McLeod Cormack,/wiki/Allan_McLeod_Cormack
1979,medicine,Godfrey Hounsfield,/wiki/Godfrey_Hounsfield
1979,literature,Odysseas Elytis,/wiki/Odysseas_Elytis
1979,peace,Mother Teresa,/wiki/Mother_Teresa
1979,economics,Theodore Schultz,/wiki/Theodore_Schultz
1979,economics,Arthur Lewis,/wiki/Arthur_Lewis_(economist)
1980,physics,James Cronin,/wiki/James_Cronin
1980,physics,Val Logsdon Fitch,/wiki/Val_Logsdon_Fitch
1980,chemistry,Paul Berg,/wiki/Paul_Berg
1980,chemistry,Walter Gilbert,/wiki/Walter_Gilbert
1980,chemistry,Frederick Sanger,/wiki/Frederick_Sanger
1980,medicine,Baruj Benacerraf,/wiki/Baruj_Benacerraf
1980,medicine,Jean Dausset,/wiki/Jean_Dausset
1980,medicine,George Davis Snell,/wiki/George_Davis_Snell
1980,literature,Czesław Miłosz,/wiki/Czes%C5%82aw_Mi%C5%82osz
1980,peace,Adolfo Pérez Esquivel,/wiki/Adolfo_P%C3%A9rez_Esquivel
1980,economics,Lawrence Klein,/wiki/Lawrence_Klein
1981,physics,Nicolaas Bloembergen,/wiki/Nicolaas_Bloembergen
1981,physics,Arthur Leonard Schawlow,/wiki/Arthur_Leonard_Schawlow
1981,physics,Kai Siegbahn,/wiki/Kai_Siegbahn
1981,chemistry,Kenichi Fukui,/wiki/Kenichi_Fukui
1981,chemistry,Roald Hoffmann,/wiki/Roald_Hoffmann
1981,medicine,Roger Wolcott Sperry,/wiki/Roger_Wolcott_Sperry
1981,medicine,David H. Hubel,/wiki/David_H._Hubel
1981,medicine,Torsten Wiesel,/wiki/Torsten_Wiesel
1981,literature,Elias Canetti,/wiki/Elias_Canetti
1981,peace,United Nations High Commissioner for Refugees,/wiki/United_Nations_High_Commissioner_for_Refugees
1981,economics,James Tobin,/wiki/James_Tobin
1982,physics,Kenneth G. Wilson,/wiki/Kenneth_G._Wilson
1982,chemistry,Aaron Klug,/wiki/Aaron_Klug
1982,medicine,Sune Bergström,/wiki/Sune_Bergstr%C3%B6m
1982,medicine,Bengt I. Samuelsson,/wiki/Bengt_I._Samuelsson
1982,medicine,John Vane,/wiki/John_Vane
1982,literature,Gabriel García Márquez,/wiki/Gabriel_Garc%C3%ADa_M%C3%A1rquez
1982,peace,Alva Myrdal,/wiki/Alva_Myrdal
1982,peace,Alfonso García Robles,/wiki/Alfonso_Garc%C3%ADa_Robles
1982,economics,George Stigler,/wiki/George_Stigler
1983,physics,Subrahmanyan Chandrasekhar,/wiki/Subrahmanyan_Chandrasekhar
1983,physics,William Alfred Fowler,/wiki/William_Alfred_Fowler
1983,chemistry,Henry Taube,/wiki/Henry_Taube
1983,medicine,Barbara McClintock,/wiki/Barbara_McClintock
1983,literature,William Golding,/wiki/William_Golding
1983,peace,Lech Wałęsa,/wiki/Lech_Wa%C5%82%C4%99sa
1983,economics,Gérard Debreu,/wiki/G%C3%A9rard_Debreu
1984,physics,Carlo Rubbia,/wiki/Carlo_Rubbia
1984,physics,Simon van der Meer,/wiki/Simon_van_der_Meer
1984,chemistry,Robert Bruce Merrifield,/wiki/Robert_Bruce_Merrifield
1984,medicine,Niels Kaj Jerne,/wiki/Niels_Kaj_Jerne
1984,medicine,Georges J. F. Köhler,/wiki/Georges_J._F._K%C3%B6hler
1984,medicine,César Milstein,/wiki/C%C3%A9sar_Milstein
1984,literature,Jaroslav Seifert,/wiki/Jaroslav_Seifert
1984,peace,Desmond Tutu,/wiki/Desmond_Tutu
1984,economics,Richard Stone,/wiki/Richard_Stone
1985,physics,Klaus von Klitzing,/wiki/Klaus_von_Klitzing
1985,chemistry,Herbert A. Hauptman,/wiki/Herbert_A._Hauptman
1985,chemistry,Jerome Karle,/wiki/Jerome_Karle
1985,medicine,Michael Stuart Brown,/wiki/Michael_Stuart_Brown
1985,medicine,Joseph L. Goldstein,/wiki/Joseph_L._Goldstein
1985,literature,Claude Simon,/wiki/Claude_Simon
1985,peace,International Physicians for the Prevention of Nuclear War,/wiki/International_Physicians_for_the_Prevention_of_Nuclear_War
1985,economics,Franco Modigliani,/wiki/Franco_Modigliani
1986,physics,Ernst Ruska,/wiki/Ernst_Ruska
1986,physics,Gerd Binnig,/wiki/Gerd_Binnig
1986,physics,Heinrich Rohrer,/wiki/Heinrich_Rohrer
1986,chemistry,Dudley R. Herschbach,/wiki/Dudley_R._Herschbach
1986,chemistry,Yuan T. Lee,/wiki/Yuan_T._Lee
1986,chemistry,John Polanyi,/wiki/John_Polanyi
1986,medicine,Stanley Cohen,/wiki/Stanley_Cohen_(biochemist)
1986,medicine,Rita Levi-Montalcini,/wiki/Rita_Levi-Montalcini
1986,literature,Wole Soyinka,/wiki/Wole_Soyinka
1986,peace,Elie Wiesel,/wiki/Elie_Wiesel
1986,economics,James M. Buchanan,/wiki/James_M._Buchanan
1987,physics,Johannes Georg Bednorz,/wiki/Johannes_Georg_Bednorz
1987,physics,Karl Alexander Müller,/wiki/Karl_Alexander_M%C3%BCller
1987,chemistry,Donald J. Cram,/wiki/Donald_J._Cram
1987,chemistry,Jean-Marie Lehn,/wiki/Jean-Marie_Lehn
1987,chemistry,Charles J. Pedersen,/wiki/Charles_J._Pedersen
1987,medicine,Susumu Tonegawa,/wiki/Susumu_Tonegawa
1987,literature,Joseph Brodsky,/wiki/Joseph_Brodsky
1987,peace,Óscar Arias,/wiki/%C3%93scar_Arias
1987,economics,Robert Solow,/wiki/Robert_Solow
1988,physics,Leon M. Lederman,/wiki/Leon_M._Lederman
1988,physics,Melvin Schwartz,/wiki/Melvin_Schwartz
1988,physics,Jack Steinberger,/wiki/Jack_Steinberger
1988,chemistry,Johann Deisenhofer,/wiki/Johann_Deisenhofer
1988,chemistry,Robert Huber,/wiki/Robert_Huber
1988,chemistry,Hartmut Michel,/wiki/Hartmut_Michel
1988,medicine,James W. Black,/wiki/James_W._Black
1988,medicine,Gertrude B. Elion,/wiki/Gertrude_B._Elion
1988,medicine,George H. Hitchings,/wiki/George_H._Hitchings
1988,literature,Naguib Mahfouz,/wiki/Naguib_Mahfouz
1988,peace,United Nations Peace-Keeping Forces,/wiki/United_Nations_peacekeeping
1988,economics,Maurice Allais,/wiki/Maurice_Allais
1989,physics,"Norman Foster Ramsey, Jr.","/wiki/Norman_Foster_Ramsey,_Jr."
1989,physics,Hans Georg Dehmelt,/wiki/Hans_Georg_Dehmelt
1989,physics,Wolfgang Paul,/wiki/Wolfgang_Paul
1989,chemistry,Sidney Altman,/wiki/Sidney_Altman
1989,chemistry,Thomas Cech,/wiki/Thomas_Cech
1989,medicine,J. Michael Bishop,/wiki/J._Michael_Bishop
1989,medicine,Harold E. Varmus,/wiki/Harold_E._Varmus
1989,literature,Camilo José Cela,/wiki/Camilo_Jos%C3%A9_Cela
1989,peace,Tenzin Gyatso (The 14th Dalai Lama),/wiki/14th_Dalai_Lama
1989,economics,Trygve Haavelmo,/wiki/Trygve_Haavelmo
1990,physics,Jerome Isaac Friedman,/wiki/Jerome_Isaac_Friedman
1990,physics,Henry Way Kendall,/wiki/Henry_Way_Kendall
1990,physics,Richard E. Taylor,/wiki/Richard_E._Taylor
1990,chemistry,Elias James Corey,/wiki/Elias_James_Corey
1990,medicine,Joseph Murray,/wiki/Joseph_Murray
1990,medicine,E. Donnall Thomas,/wiki/E._Donnall_Thomas
1990,literature,Octavio Paz,/wiki/Octavio_Paz
1990,peace,Mikhail Gorbachev,/wiki/Mikhail_Gorbachev
1990,economics,Harry Markowitz,/wiki/Harry_Markowitz
1990,economics,Merton Miller,/wiki/Merton_Miller
1990,economics,William F. Sharpe,/wiki/William_F._Sharpe
1991,physics,Pierre-Gilles de Gennes,/wiki/Pierre-Gilles_de_Gennes
1991,chemistry,Richard R. Ernst,/wiki/Richard_R._Ernst
1991,medicine,Erwin Neher,/wiki/Erwin_Neher
1991,medicine,Bert Sakmann,/wiki/Bert_Sakmann
1991,literature,Nadine Gordimer,/wiki/Nadine_Gordimer
1991,peace,Aung San Suu Kyi,/wiki/Aung_San_Suu_Kyi
1991,economics,Ronald Coase,/wiki/Ronald_Coase
1992,physics,Georges Charpak,/wiki/Georges_Charpak
1992,chemistry,Rudolph A. Marcus,/wiki/Rudolph_A._Marcus
1992,medicine,Edmond H. Fischer,/wiki/Edmond_H._Fischer
1992,medicine,Edwin G. Krebs,/wiki/Edwin_G._Krebs
1992,literature,Derek Walcott,/wiki/Derek_Walcott
1992,peace,Rigoberta Menchú,/wiki/Rigoberta_Mench%C3%BA
1992,economics,Gary Becker,/wiki/Gary_Becker
1993,physics,Russell Alan Hulse,/wiki/Russell_Alan_Hulse
1993,physics,"Joseph Hooton Taylor, Jr.","/wiki/Joseph_Hooton_Taylor,_Jr."
1993,chemistry,Kary Mullis,/wiki/Kary_Mullis
1993,chemistry,Michael Smith,/wiki/Michael_Smith_(chemist)
1993,medicine,Richard J. Roberts,/wiki/Richard_J._Roberts
1993,medicine,Phillip Allen Sharp,/wiki/Phillip_Allen_Sharp
1993,literature,Toni Morrison,/wiki/Toni_Morrison
1993,peace,Nelson Mandela,/wiki/Nelson_Mandela
1993,peace,F. W. de Klerk,/wiki/F._W._de_Klerk
1993,economics,Robert Fogel,/wiki/Robert_Fogel
1993,economics,Douglass North,/wiki/Douglass_North
1994,physics,Bertram Brockhouse,/wiki/Bertram_Brockhouse
1994,physics,Clifford Shull,/wiki/Clifford_Shull
1994,chemistry,George Andrew Olah,/wiki/George_Andrew_Olah
1994,medicine,Alfred G. Gilman,/wiki/Alfred_G._Gilman
1994,medicine,Martin Rodbell,/wiki/Martin_Rodbell
1994,literature,Kenzaburō Ōe,/wiki/Kenzabur%C5%8D_%C5%8Ce
1994,peace,Yasser Arafat,/wiki/Yasser_Arafat
1994,peace,Shimon Peres,/wiki/Shimon_Peres
1994,peace,Yitzhak Rabin,/wiki/Yitzhak_Rabin
1994,economics,John Harsanyi,/wiki/John_Harsanyi
1994,economics,"John Forbes Nash, Jr.","/wiki/John_Forbes_Nash,_Jr."
1994,economics,Reinhard Selten,/wiki/Reinhard_Selten
1995,physics,Martin Lewis Perl,/wiki/Martin_Lewis_Perl
1995,physics,Frederick Reines,/wiki/Frederick_Reines
1995,chemistry,Paul J. Crutzen,/wiki/Paul_J._Crutzen
1995,chemistry,Mario J. Molina,/wiki/Mario_J._Molina
1995,chemistry,Frank Sherwood Rowland,/wiki/Frank_Sherwood_Rowland
1995,medicine,Edward B. Lewis,/wiki/Edward_B._Lewis
1995,medicine,Christiane Nüsslein-Volhard,/wiki/Christiane_N%C3%BCsslein-Volhard
1995,medicine,Eric F. Wieschaus,/wiki/Eric_F._Wieschaus
1995,literature,Seamus Heaney,/wiki/Seamus_Heaney
1995,peace,Joseph Rotblat,/wiki/Joseph_Rotblat
1995,peace,Pugwash Conferences on Science and World Affairs,/wiki/Pugwash_Conferences_on_Science_and_World_Affairs
1995,economics,"Robert Lucas, Jr.","/wiki/Robert_Lucas,_Jr."
1996,physics,David Lee,/wiki/David_Lee_(physicist)
1996,physics,Douglas Osheroff,/wiki/Douglas_Osheroff
1996,physics,Robert Coleman Richardson,/wiki/Robert_Coleman_Richardson
1996,chemistry,Robert F. Curl Jr.,/wiki/Robert_Curl
1996,chemistry,Harry Kroto,/wiki/Harry_Kroto
1996,chemistry,Richard Smalley,/wiki/Richard_Smalley
1996,medicine,Peter C. Doherty,/wiki/Peter_C._Doherty
1996,medicine,Rolf M. Zinkernagel,/wiki/Rolf_M._Zinkernagel
1996,literature,Wisława Szymborska,/wiki/Wis%C5%82awa_Szymborska
1996,peace,Carlos Filipe Ximenes Belo,/wiki/Carlos_Filipe_Ximenes_Belo
1996,peace,José Ramos-Horta,/wiki/Jos%C3%A9_Ramos-Horta
1996,economics,James Mirrlees,/wiki/James_Mirrlees
1996,economics,William Vickrey,/wiki/William_Vickrey
1997,physics,Steven Chu,/wiki/Steven_Chu
1997,physics,Claude Cohen-Tannoudji,/wiki/Claude_Cohen-Tannoudji
1997,physics,William Daniel Phillips,/wiki/William_Daniel_Phillips
1997,chemistry,Paul D. Boyer,/wiki/Paul_D._Boyer
1997,chemistry,John E. Walker,/wiki/John_E._Walker
1997,chemistry,Jens Christian Skou,/wiki/Jens_Christian_Skou
1997,medicine,Stanley B. Prusiner,/wiki/Stanley_B._Prusiner
1997,literature,Dario Fo,/wiki/Dario_Fo
1997,peace,International Campaign to Ban Landmines,/wiki/International_Campaign_to_Ban_Landmines
1997,peace,Jody Williams,/wiki/Jody_Williams
1997,economics,Robert C. Merton,/wiki/Robert_C._Merton
1997,economics,Myron Scholes,/wiki/Myron_Scholes
1998,physics,Robert B. Laughlin,/wiki/Robert_B._Laughlin
1998,physics,Horst Ludwig Störmer,/wiki/Horst_Ludwig_St%C3%B6rmer
1998,physics,Daniel C. Tsui,/wiki/Daniel_C._Tsui
1998,chemistry,Walter Kohn,/wiki/Walter_Kohn
1998,chemistry,John Pople,/wiki/John_Pople
1998,medicine,Robert F. Furchgott,/wiki/Robert_F._Furchgott
1998,medicine,Louis Ignarro,/wiki/Louis_Ignarro
1998,medicine,Ferid Murad,/wiki/Ferid_Murad
1998,literature,José Saramago,/wiki/Jos%C3%A9_Saramago
1998,peace,John Hume,/wiki/John_Hume
1998,peace,David Trimble,/wiki/David_Trimble
1998,economics,Amartya Sen,/wiki/Amartya_Sen
1999,physics,Gerard 't Hooft,/wiki/Gerard_%27t_Hooft
1999,physics,Martinus J. G. Veltman,/wiki/Martinus_J._G._Veltman
1999,chemistry,Ahmed Zewail,/wiki/Ahmed_Zewail
1999,medicine,Günter Blobel,/wiki/G%C3%BCnter_Blobel
1999,literature,Günter Grass,/wiki/G%C3%BCnter_Grass
1999,peace,Médecins Sans Frontières,/wiki/M%C3%A9decins_Sans_Fronti%C3%A8res
1999,economics,Robert Mundell,/wiki/Robert_Mundell
2000,physics,Zhores Alferov,/wiki/Zhores_Alferov
2000,physics,Herbert Kroemer,/wiki/Herbert_Kroemer
2000,physics,Jack Kilby,/wiki/Jack_Kilby
2000,chemistry,Alan J. Heeger,/wiki/Alan_J._Heeger
2000,chemistry,Alan MacDiarmid,/wiki/Alan_MacDiarmid
2000,chemistry,Hideki Shirakawa,/wiki/Hideki_Shirakawa
2000,medicine,Arvid Carlsson,/wiki/Arvid_Carlsson
2000,medicine,Paul Greengard,/wiki/Paul_Greengard
2000,medicine,Eric Kandel,/wiki/Eric_Kandel
2000,literature,Gao Xingjian,/wiki/Gao_Xingjian
2000,peace,Kim Dae-jung,/wiki/Kim_Dae-jung
2000,economics,James Heckman,/wiki/James_Heckman
2000,economics,Daniel McFadden,/wiki/Daniel_McFadden
2001,physics,Eric Allin Cornell,/wiki/Eric_Allin_Cornell
2001,physics,Wolfgang Ketterle,/wiki/Wolfgang_Ketterle
2001,physics,Carl Wieman,/wiki/Carl_Wieman
2001,chemistry,William Standish Knowles,/wiki/William_Standish_Knowles
2001,chemistry,Ryōji Noyori,/wiki/Ry%C5%8Dji_Noyori
2001,chemistry,Karl Barry Sharpless,/wiki/Karl_Barry_Sharpless
2001,medicine,Leland H. Hartwell,/wiki/Leland_H._Hartwell
2001,medicine,Tim Hunt,/wiki/Tim_Hunt
2001,medicine,Paul Nurse,/wiki/Paul_Nurse
2001,literature,V. S. Naipaul,/wiki/V._S._Naipaul
2001,peace,United Nations,/wiki/United_Nations
2001,peace,Kofi Annan,/wiki/Kofi_Annan
2001,economics,George Akerlof,/wiki/George_Akerlof
2001,economics,Michael Spence,/wiki/Michael_Spence
2001,economics,Joseph Stiglitz,/wiki/Joseph_Stiglitz
2002,physics,"Raymond Davis, Jr.","/wiki/Raymond_Davis,_Jr."
2002,physics,Masatoshi Koshiba,/wiki/Masatoshi_Koshiba
2002,physics,Riccardo Giacconi,/wiki/Riccardo_Giacconi
2002,chemistry,John Fenn,/wiki/John_Fenn_(chemist)
2002,chemistry,Koichi Tanaka,/wiki/Koichi_Tanaka
2002,chemistry,Kurt Wüthrich,/wiki/Kurt_W%C3%BCthrich
2002,medicine,Sydney Brenner,/wiki/Sydney_Brenner
2002,medicine,H. Robert Horvitz,/wiki/H._Robert_Horvitz
2002,medicine,John Sulston,/wiki/John_Sulston
2002,literature,Imre Kertész,/wiki/Imre_Kert%C3%A9sz
2002,peace,Jimmy Carter,/wiki/Jimmy_Carter
2002,economics,Daniel Kahneman,/wiki/Daniel_Kahneman
2002,economics,Vernon L. Smith,/wiki/Vernon_L._Smith
2003,physics,Alexei Alexeyevich Abrikosov,/wiki/Alexei_Alexeyevich_Abrikosov
2003,physics,Vitaly Ginzburg,/wiki/Vitaly_Ginzburg
2003,physics,Anthony James Leggett,/wiki/Anthony_James_Leggett
2003,chemistry,Peter Agre,/wiki/Peter_Agre
2003,chemistry,Roderick MacKinnon,/wiki/Roderick_MacKinnon
2003,medicine,Paul Lauterbur,/wiki/Paul_Lauterbur
2003,medicine,Peter Mansfield,/wiki/Peter_Mansfield
2003,literature,J. M. Coetzee,/wiki/J._M._Coetzee
2003,peace,Shirin Ebadi,/wiki/Shirin_Ebadi
2003,economics,Robert F. Engle,/wiki/Robert_F._Engle
2003,economics,Clive Granger,/wiki/Clive_Granger
2004,physics,David Gross,/wiki/David_Gross
2004,physics,Hugh David Politzer,/wiki/Hugh_David_Politzer
2004,physics,Frank Wilczek,/wiki/Frank_Wilczek
2004,chemistry,Aaron Ciechanover,/wiki/Aaron_Ciechanover
2004,chemistry,Avram Hershko,/wiki/Avram_Hershko
2004,chemistry,Irwin Rose,/wiki/Irwin_Rose
2004,medicine,Richard Axel,/wiki/Richard_Axel
2004,medicine,Linda B. Buck,/wiki/Linda_B._Buck
2004,literature,Elfriede Jelinek,/wiki/Elfriede_Jelinek
2004,peace,Wangari Maathai,/wiki/Wangari_Maathai
2004,economics,Finn E. Kydland,/wiki/Finn_E._Kydland
2004,economics,Edward C. Prescott,/wiki/Edward_C._Prescott
2005,physics,Roy J. Glauber,/wiki/Roy_J._Glauber
2005,physics,John L. Hall,/wiki/John_L._Hall
2005,physics,Theodor W. Hänsch,/wiki/Theodor_W._H%C3%A4nsch
2005,chemistry,Yves Chauvin,/wiki/Yves_Chauvin
2005,chemistry,Robert H. Grubbs,/wiki/Robert_H._Grubbs
2005,chemistry,Richard R. Schrock,/wiki/Richard_R._Schrock
2005,medicine,Barry Marshall,/wiki/Barry_Marshall
2005,medicine,Robin Warren,/wiki/Robin_Warren
2005,literature,Harold Pinter,/wiki/Harold_Pinter
2005,peace,International Atomic Energy Agency,/wiki/International_Atomic_Energy_Agency
2005,peace,Mohamed ElBaradei,/wiki/Mohamed_ElBaradei
2005,economics,Robert Aumann,/wiki/Robert_Aumann
2005,economics,Thomas Schelling,/wiki/Thomas_Schelling
2006,physics,John C. Mather,/wiki/John_C._Mather
2006,physics,George Smoot,/wiki/George_Smoot
2006,chemistry,Roger D. Kornberg,/wiki/Roger_D._Kornberg
2006,medicine,Andrew Fire,/wiki/Andrew_Fire
2006,medicine,Craig Mello,/wiki/Craig_Mello
2006,literature,Orhan Pamuk,/wiki/Orhan_Pamuk
2006,peace,Muhammad Yunus,/wiki/Muhammad_Yunus
2006,peace,Grameen Bank,/wiki/Grameen_Bank
2006,economics,Edmund Phelps,/wiki/Edmund_Phelps
2007,physics,Albert Fert,/wiki/Albert_Fert
2007,physics,Peter Grünberg,/wiki/Peter_Gr%C3%BCnberg
2007,chemistry,Gerhard Ertl,/wiki/Gerhard_Ertl
2007,medicine,Mario Capecchi,/wiki/Mario_Capecchi
2007,medicine,Martin Evans,/wiki/Martin_Evans
2007,medicine,Oliver Smithies,/wiki/Oliver_Smithies
2007,literature,Doris Lessing,/wiki/Doris_Lessing
2007,peace,Intergovernmental Panel on Climate Change,/wiki/Intergovernmental_Panel_on_Climate_Change
2007,peace,Al Gore,/wiki/Al_Gore
2007,economics,Leonid Hurwicz,/wiki/Leonid_Hurwicz
2007,economics,Eric Maskin,/wiki/Eric_Maskin
2007,economics,Roger Myerson,/wiki/Roger_Myerson
2008,physics,Yoichiro Nambu,/wiki/Yoichiro_Nambu
2008,physics,Makoto Kobayashi,/wiki/Makoto_Kobayashi_(physicist)
2008,physics,Toshihide Maskawa,/wiki/Toshihide_Maskawa
2008,chemistry,Osamu Shimomura,/wiki/Osamu_Shimomura
2008,chemistry,Martin Chalfie,/wiki/Martin_Chalfie
2008,chemistry,Roger Y. Tsien,/wiki/Roger_Y._Tsien
2008,medicine,Harald zur Hausen,/wiki/Harald_zur_Hausen
2008,medicine,Françoise Barré-Sinoussi,/wiki/Fran%C3%A7oise_Barr%C3%A9-Sinoussi
2008,medicine,Luc Montagnier,/wiki/Luc_Montagnier
2008,literature,J. M. G. Le Clézio,/wiki/J._M._G._Le_Cl%C3%A9zio
2008,peace,Martti Ahtisaari,/wiki/Martti_Ahtisaari
2008,economics,Paul Krugman,/wiki/Paul_Krugman
2009,physics,Charles K. Kao,/wiki/Charles_K._Kao
2009,physics,Willard S. Boyle,/wiki/Willard_Boyle
2009,physics,George E. Smith,/wiki/George_E._Smith
2009,chemistry,Venkatraman Ramakrishnan,/wiki/Venkatraman_Ramakrishnan
2009,chemistry,Thomas A. Steitz,/wiki/Thomas_A._Steitz
2009,chemistry,Ada Yonath,/wiki/Ada_Yonath
2009,medicine,Elizabeth Blackburn,/wiki/Elizabeth_Blackburn
2009,medicine,Carol W. Greider,/wiki/Carol_W._Greider
2009,medicine,Jack W. Szostak,/wiki/Jack_W._Szostak
